⺀	⿱丶丶
㝺	⿰兼少
㝻	⿰堇少
㝼	⿺尢于
㝽	⿺尢水
㝾	⿺尢⿸𠂇工
㝿	⿺尢皮
㞀	⿺尢⿸𠂇火
㞁	⿺尢⿱日匕
㞂	⿺尢⿱爫女
㞃	⿰谷尤
㞄	⿺尢⿱大电
㞅	⿺尢果
㞆	⿺尢⿱大⿹丅口
㞇	⿺尢⿳田一
㞈	⿺尢⿸户𠕁
㞉	⿺尢⿸羊工
㞊	⿰⿱出示尢
㞋	⿸尸又
㞌	⿸尸子
㞍	⿸尸丸
㞎	⿸尸巴
㞏	⿸尸乏
㞐	⿸尸立
㞑	⿸尸⿻乚
㞒	⿸尸自
㞓	⿸尸⿱匕日
㞔	⿸尸⿱夕夕
㞕	⿸尸⿱八月
㞖	⿸尸朿
㞗	⿸尸求
㞘	⿸尸豖
㞙	⿸⿸尸毛水
㞚	⿸尸臿
㞛	⿸尸⿰彳⿱匕日
㞜	⿸尸⿰彳⿱禾女
㞝	⿱⿵戊⿱上小尸
㞞	⿸尸⿰彳⿱从龰
㞟	⿸尸⿱酋大
㞠	⿸尸尞
㞢	之
㞣	⿱⿻凵丿⿱八刀
㞤	⿱山人
㞥	⿱山入
㞦	⿰山几
㞧	⿱山乃
㞨	⿰山子
㞩	⿱山凡
㞪	⿱彐山
㞫	走
㞬	⿱山工
㞭	⿱大山
㞮	出
㞯	⿱己山
㞰	⿰山午
㞱	⿱山日
㞲	⿰山中
㞳	⿰山斗
㞴	⿰山氏
㞵	⿱山文
㞶	⿰山文
㞷	⿱𡴀一
㞸	⿱山不
㞹	⿰山⿹丅口
㞺	⿱山矢
㞻	⿱山⿱口丂
㞼	⿱氶山
㞽	⿰山戉
㞾	⿰山⿸尸匕
㞿	⿱山支
㟀	⿱禾山
㟁	⿰山⿸厂干
㟂	⿰山母
㟃	⿰山⿹𠃌⿱一口
㟄	⿰山羊
㟅	⿰山⿱⿶凵㐅儿
㟆	⿰山⿱⿰亻𠤎十
㟇	⿰山⿱⿻十从一
㟈	⿰山求
㟉	⿰山⿱宀牛
㟊	⿰山⿱爫子
㟋	⿰山⿱丷⿱口儿
㟌	⿰山⿺⿺尢彡丶
㟍	⿰山良
㟎	⿰山⿱爫女
㟏	⿰山⿱⿱⿱𠆢丶乛口
㟐	⿰山⿱艹亡
㟑	⿰山⿱龸子
㟒	⿱山⿸尹口
㟓	⿰山⿱乂⿸𠂇巾
㟔	⿱山⿱⿱⿱𠆢丶乛口
㟕	⿱山⿰口斗
㟖	⿱山⿱王廾
㟗	豳
㟘	⿰山⿵用口
㟙	⿰山⿱龷日
㟚	⿱支山
㟛	⿱山⿰扌甘
㟜	⿱山⿰弓尔
㟝	⿰山咅
㟞	⿰山⿱戈戈
㟟	⿱山⿱⿱龷八巳
㟠	⿰山⿵⿵冂䒑山
㟡	⿱山⿱龹㔾
㟢	⿱山⿱大⿹丅口
㟣	⿰山⿰木公
㟤	⿱山⿱彐氺
㟥	⿱山⿳厶大彡
㟦	⿱山⿱冖車
㟧	⿱山⿱吅亏
㟨	⿰山⿱山而
㟩	⿱⿰民攵山
㟪	⿰山⿳田一
㟫	⿰山⿱白水
㟬	⿱山⿶⿱臼又丨
㟭	⿰山⿱民日
㟮	⿰山⿱穴犬
㟯	⿱山⿱宀⿱夂口
㟰	⿰山⿱冖⿱日六
㟱	⿰山⿱𦍌灬
㟲	⿰山⿸厂⿱白小
㟳	⿰山⿱覀木
㟴	⿰山鬼
㟵	⿱山⿱罒正
㟶	⿱山⿸厂⿱白小
㟷	⿰山⿱艹⿱亼口
㟸	⿰山皋
㟹	⿰山⿰耳卯
㟺	⿱山婁
㟻	⿱⿰車斤山
㟼	⿱山⿰⿱龶勹攵
㟽	⿰山⿱覀示
㟾	⿰山⿸广⿻肀月
㟿	⿰山⿱艹⿱犬廾
㠀	⿱鳥山
㠁	⿰山⿱⿱⿱厶⿰厶厶人彡
㠂	⿰山⿰⿱龶勹攵
㠃	⿰山啇
㠄	⿱山⿱羽白
㠅	⿱山⿰彳⿱⿱𠂉日夂
㠆	⿰山⿱吅⿻甲一
㠇	⿱山⿰⿳亠口小尤
㠈	⿰山⿵門王
㠉	⿰山⿱立里
㠊	⿰山⿸虍业
㠋	⿱⿱山⿱口吅亏
㠌	⿱山⿰其欠
㠍	⿱山⿱隹木
㠎	⿰山⿱隹木
㠏	⿰山⿱艹
㠐	⿱山⿱⿱夭口冋
㠑	⿱山⿱罒非
㠒	⿰山⿰⿱覀示刂
㠓	⿰山⿱艹⿳冖一豕
㠔	⿱山⿰⿸尸口辛
㠕	⿱山⿰阝鬼
㠖	⿱山⿱𦍌我
㠗	⿰山⿱⿵⿱丿冂釆大
㠘	⿱山與
㠙	⿰山⿳亠口⿱冖豕
㠚	⿰山⿰⿱业𦍌寸
㠛	⿰山⿱⿱艹隹又
㠜	⿰山⿰⿱匕矢⿱龴疋
㠝	⿰山⿱⿰夫夫貝
㠞	⿱⿰彳⿰⿳山一⿱丿土攵山
㠠	⿰山⿸⿸虍田皿
㠡	⿰山⿴衣馬
㠢	⿱⿱山鬼衣
㠣	⿰山⿸⿸厂⿰禾禾止
㠤	⿰山⿳亠⿱吅⿻龷一𧘇
㠥	⿰山⿱⿱田⿰田田土
㠦	⿰山⿱⿻山⿰丰丰豆
㠧	⿰山⿸麻非
㠨	⿰山⿳⿰⿰木爻木罒⿰寸
㠩	⿱亾川
㠫	⿱⿰工凡夫
㠬	⿱⿰工口夫
㠮	⿰⿱丷⿱亚日工
㠰	⿱⿰力口己
㠱	⿱巳其
㠲	⿰巾匕
㠳	⿱𠆢巾
㠴	⿰巾刃
㠵	⿱亡巾
㠶	⿰巾凡
㠷	⿰巾及
㠸	⿰巾夫
㠹	⿰巾⿱𠆢⿰丿丨
㠺	⿰巾少
㠻	⿸耂巾
㠼	⿰巾斤
㠽	⿰巾⿱夂冫
㠾	⿱夗巾
㠿	⿱⿰止匕巾
㡁	⿰巾⿱大亏
㡂	⿱⿰歹刂巾
㡃	⿰巾⿱亾川
㡄	⿰巾⿹勹日
㡅	⿰巾⿱夕夕
㡆	⿰巾⿱亡川
㡇	⿰巾⿸耳乚
㡈	⿰巾⿱儿
㡉	⿰巾⿰弓玄
㡊	⿰巾臽
㡋	⿰巾⿱大电
㡌	⿰巾⿱日月
㡍	⿱⿱白大巾
㡎	⿰巾⿳厶大彡
㡏	⿰巾⿱亼⿰月刂
㡐	⿰巾⿱䒑⿰月刂
㡑	⿱⿰禾火巾
㡒	⿰巾⿸𠂆自
㡓	⿰巾⿱冖車
㡔	⿱⿰矛攵巾
㡕	⿰巾⿱艹央
㡖	⿰巾重
㡗	⿰巾⿸𠂆虎
㡘	⿰巾兼
㡙	⿰巾⿱囟比
㡚	⿰巾⿱⿻龷一冉
㡛	⿰巾⿱艹⿱亡川
㡜	⿰巾⿱示
㡝	⿰巾⿺辶夆
㡞	⿰巾婁
㡟	⿰巾⿱⿻一曲日
㡠	⿰巾⿱癶豆
㡡	⿰巾⿸厂⿰豆寸
㡢	⿰巾⿱日⿱罒方
㡣	⿰⿱丶⿳一丷⿱冖巾
㡤	⿰巾⿱业羌
㡥	⿰巾⿱⿳爫工彐心
㡦	⿰巾⿱⿱宀一⿸𣥂貝
㡧	⿰巾⿱穴⿱癶豆
㡨	⿰巾⿹㦰韭
㡩	⿱⿰糸⿰訁糸巾
㡪	⿰巾⿱爫⿸尸⿱⿲止⿰丨丨巳夂
㡫	⿰幺曷
㡬	⿻⿰幺幺成
㡮	⿰⿹人气
㡯	⿸广乇
㡰	⿸广于
㡱	⿸广久
㡲	⿸广戈
㡳	⿸广氏
㡴	⿸广立
㡵	⿸广⿱⿱𠆢丶龴
㡶	⿸广⿱口八
㡷	⿸广本
㡸	⿸广乍
㡹	⿸广且
㡺	⿸广⿱日一
㡻	⿸广卯
㡼	⿸广曳
㡽	⿸广聿
㡾	⿸广艮
㡿	⿸广屰
㢀	⿸广朿
㢁	⿸广⿱夕夕
㢂	⿸广𠂤
㢃	⿸广良
㢄	⿸广豆
㢅	⿸广⿱王廾
㢆	⿸广里
㢇	⿸广言
㢈	⿸广隹
㢉	⿸广⿰禾乇
㢊	⿸广⿱大⿹丅口
㢋	⿸广⿰亻⿱夕夕
㢌	⿸广⿰阝⿹丅口
㢍	⿸广⿱艹央
㢎	⿸广臿
㢏	⿸广⿱亼⿰月刂
㢐	⿸广咼
㢑	⿸广⿱隹十
㢒	⿸广⿸虍且
㢓	⿸广⿱立⿱日十
㢔	⿸广⿰彳⿱从龰
㢕	⿸广⿰乡隹
㢖	⿸广⿱釆田
㢗	⿸广⿱⿱夭口冋
㢘	⿸广兼
㢙	⿸广⿰堇力
㢚	⿸广⿸虍⿱田力
㢛	⿸广⿳亼吅从
㢜	⿸广⿱廿⿱田心
㢝	⿸广⿰魚禾
㢞	⿸广⿱羽⿱田⿱龷八
㢟	⿺廴止
㢠	⿺廴冋
㢡	⿱⿰爿⿱爫寸廾
㢢	⿱⿰尚攵廾
㢣	⿱⿰⿱艹⿹勹口攵廾
㢤	⿹𢦏勹
㢥	⿰⿵⿵冂一口弋
㢦	⿰⿱⿹丅口⿹丅口弋
㢧	⿹弓一
㢨	⿰弓干
㢩	⿰弓勺
㢪	⿰弓亏
㢫	⿰弓山
㢬	⿰弓厷
㢭	⿰弓攴
㢮	⿰弓⿱𠂉也
㢯	⿰弓民
㢰	⿰弓皮
㢱	⿰弓⿱厶小
㢲	⿳⿰弓弓一八
㢳	⿰弓⿱𠂉
㢵	⿰弓⿱亼口
㢶	⿰弓百
㢷	⿰弓⿱山夕
㢸	⿰⿰弓弓攵
㢹	⿰弓辛
㢺	⿰弓⿱立女
㢻	⿰弓⿱禾女
㢼	⿰弓㡀
㢽	⿰⿰弓耳弓
㢾	⿰弓⿱覀土
㢿	⿰弓⿰亻⿱矢
㣀	⿰弓⿱⿱十八
㣁	⿰弓⿸⿱艹丆用
㣂	⿰弓鬲
㣃	⿲弓⿱亠肙弓
㣄	⿰弓⿱⿰氵巨木
㣅	⿰弓⿱⿰旡旡日
㣆	⿰弓⿱爾玉
㣈	⿰㣇㣇
㣉	工
㣊	⿱攵彡
㣋	丹
㣍	⿰⿱厶口彡
㣎	⿱⿱白小彡
㣏	⿰⿱大⿱日十彡
㣐	⿰⿱白水彡
㣑	⿰⿸广⿻肀月彡
㣒	⿰⿱八⿱日彡
㣓	⿰⿱⿰歺又米彡
㣔	⿰彳丁
㣕	⿰彳大
㣖	⿰彳太
㣗	⿰彳戶
㣘	⿰彳⿹勹口
㣙	⿰彳由
㣚	⿰彳⿵⿵冂一口
㣛	⿰彳⿱亼口
㣜	⿰彳⿰开刂
㣝	⿰彳⿹戈𠂇
㣞	⿰彳⿱公儿
㣟	⿰彳⿱士口
㣠	⿲彳丨⿱夂冫
㣡	⿰彳⿰亻中
㣢	⿰彳弟
㣣	⿰彳⿻大⿰入入
㣤	⿰彳⿱戈戈
㣥	⿰彳⿰亻⿱士寸
㣦	⿰彳⿱禾女
㣧	⿰彳⿰⿱幺月乚
㣨	⿰彳⿰女⿱十口
㣩	⿰彳⿰木木
㣪	⿰彳⿳爫一⿸𠂇又
㣫	⿰彳重
㣬	⿰彳⿱口耳
㣭	⿰彳⿱⿱⿶凵㐅儿夂
㣮	⿰彳南
㣯	⿰彳⿸尸⿵⿱小⿵冂一一
㣰	⿰彳⿱釆心
㣱	⿰彳⿱龶貝
㣲	⿲彳⿱山⿱一口攵
㣳	⿰彳⿱灬
㣴	⿰彳黃
㣵	⿰彳⿺辶⿱土羊
㣶	⿰彳⿱⿱亠⿴囗口⿱日一
㣷	⿰彳⿱⿱宀心⿱罒丁
㣸	⿰彳⿺⿱业𧰨生
㣹	⿰彳⿸⿸广⿰亻隹心
㣺	心
㣻	⿱乂心
㣼	⿰忄刃
㣽	⿱女心
㣾	⿰忄叉
㣿	⿰忄勺
㤀	⿱⿺𠃊入心
㤁	⿱天心
㤂	⿱及心
㤃	⿰忄方
㤄	⿰忄巿
㤅	⿱旡心
㤆	⿰忄⿸𠂆又
㤇	⿰忄夭
㤈	⿰忄心
㤉	⿰忄牙
㤊	⿰忄爻
㤋	⿰忄⿱八刀
㤌	甘
㤍	⿱⿰工丂心
㤎	⿱⿰力口心
㤏	⿰忄⿱夂冫
㤑	⿰忄⿸𠂇口
㤒	⿰忄⿱大十
㤓	⿰忄本
㤔	⿰忄⿰亻寸
㤕	⿰忄出
㤖	⿰忄⿱宀丁
㤗	⿱𡗗心
㤘	⿰忄⿱𠂊彐
㤚	⿰忄行
㤛	⿰忄⿰亻壬
㤜	⿰忄戍
㤝	⿰忄⿱𠫓儿
㤞	⿰忄⿱宀乇
㤟	⿱曲心
㤠	⿱⿰歹刂心
㤡	⿰忄⿰歹刂
㤢	⿰忄⿸𠂇月
㤣	⿱并心
㤤	⿰忄
㤥	⿰忄亥
㤦	⿰忄吏
㤧	⿰忄⿸⿸𠂆一口
㤨	⿰忄⿱龷八
㤩	⿱⿱夂口心
㤪	⿱一⿱夗心
㤫	⿱⿸𠂇月心
㤬	⿰忄⿱土土
㤭	⿰忄⿱丿⿱大⿰丿丨
㤮	⿱⿰犭王心
㤯	⿰忄冏
㤰	⿱⿰亻乍心
㤱	⿰忄豆
㤲	⿱夾心
㤳	⿰忄⿱不口
㤴	⿸⿰忄耳乚
㤵	⿱⿰子攵心
㤶	⿰忄⿺⿺尢彡丶
㤷	⿰忄⿱⿱⿱𠆢丶乛口
㤸	⿰忄赤
㤹	⿰忄求
㤺	⿰忄⿱亡川
㤻	⿱⿰⿴𠂎丶⿴卩丶心
㤼	⿰忄⿰⿱土厶力
㤽	⿰忄⿸丰寸
㤾	⿰忄⿱㓁木
㤿	⿰忄⿱大电
㥀	⿰忄⿱十
㥁	⿳十⿺𠃊罒心
㥂	⿰忄⿱⿱日一寸
㥃	⿰忄門
㥄	⿰忄夌
㥅	⿰忄⿳爫冖又
㥆	⿰忄隶
㥇	⿰忄⿱戈戈
㥉	⿰忄咅
㥊	⿰忄⿰月月
㥋	⿱⿰亻衣心
㥌	⿰忄⿹勹米
㥍	⿰忄其
㥏	⿰忄典
㥐	⿱⿹⿱⿱𠆢丶龴口心
㥑	⿱心
㥒	⿰忄采
㥓	⿰忄⿱大⿹丅口
㥔	⿰忄⿱亠肙
㥕	⿱⿱火火心
㥖	⿰丹匆
㥗	⿰忄⿱日文
㥘	⿰忄⿰⿱土厶刃
㥙	⿰忄⿱中心
㥚	⿰忄臾
㥛	⿰忄⿻⿱了一⿰口又
㥜	⿰忄⿱田月
㥝	⿰忄⿰弓耳
㥞	⿰忄⿱八豕
㥟	⿰忄彖
㥠	⿰忄⿱疋月
㥡	⿰忄⿸⿸尸匕木
㥢	⿰忄酋
㥣	⿱⿱大⿱土土心
㥤	⿱⿰矛⿱⿱𠆢丶乛心
㥥	⿰忄禺
㥦	⿱⿷匸夾心
㥧	⿰忄頁
㥨	⿱⿰女⿱土土心
㥩	⿰忄⿸耂日
㥪	⿰忄娄
㥫	⿰忄亯
㥬	⿰忄⿳亠丷⿱冖方
㥭	⿰忄⿱𡗗氺
㥯	⿱⿳爫工彐心
㥰	⿰忄⿶⿱臼又丨
㥱	⿰忄⿷匚非
㥲	⿱⿱⿱十八心
㥳	⿰忄⿸厂⿱白小
㥴	⿰忄⿸𠂆虎
㥵	⿰忄⿴囗豕
㥶	⿱⿳宀⿻龷一八心
㥷	⿸广⿱夾心
㥸	⿰民⿱田心
㥹	⿱⿰米⿱八刀心
㥺	⿰忄盍
㥻	⿱⿵戊禾心
㥼	⿰忄⿱正
㥽	⿰忄⿱龶貝
㥾	⿰忄⿷匸⿱艹⿸𠂇口
㥿	⿱⿰⿱龶勹攵心
㦀	⿰忄⿺辶夆
㦁	⿱⿺辶車心
㦂	⿱⿱尚巾心
㦃	⿰忄⿸产生
㦄	⿸麻心
㦅	⿰忄⿳⿻廿儿冖巾
㦆	⿰忄⿸虍乎
㦇	⿰忄鹿
㦈	⿰忄⿱𦍌皿
㦉	⿰忄⿱⿳士冖⿱一口䒑
㦊	⿰忄⿱艹
㦋	⿰忄⿱大⿸耂日
㦌	⿱⿱毛⿰毛毛心
㦍	⿰忄⿱吅屰
㦎	⿰忄⿳聿田一
㦏	⿰忄⿱⿰巳巳⿱龷八
㦐	⿰忄⿹⿹弋二貝
㦑	⿰忄⿹⿰工攵𤮺
㦒	⿰忄⿱罒言
㦔	⿱⿰⿱日月犬心
㦕	⿰忄⿰阝⿱夂⿱一生
㦖	⿰忄⿵門心
㦗	⿰忄⿱⿰木木示
㦘	⿱⿰⿱白方攵心
㦙	⿰忄⿱禺心
㦚	⿲辛心辛
㦛	⿱與心
㦜	⿰忄⿱⿱艹隹又
㦝	⿱⿰豸⿱白儿心
㦞	⿱⿳士乛⿳丅二⿰口寸心
㦟	⿱⿰豸里心
㦠	⿰忄⿰⿱业𦍌寸
㦡	⿰忄⿱⿲幺白幺木
㦢	⿰忄⿱𥫗⿰卩
㦣	⿱⿲彳⿱⿱𫝀口帀亍心
㦤	⿰⿱⿳士冖⿱一口䒑⿱欠心
㦥	⿰忄⿱⿱⿱宀丰罒心
㦦	⿰忄⿵門⿱臼儿
㦧	⿰忄⿱⿰先先日
㦨	⿰忄⿵門柬
㦩	⿰忄⿰阝⿱⿳爫工彐心
㦪	⿰忄⿶⿱⿰火火又言
㦫	⿰忄⿱⿰先先貝
㦬	⿰忄⿱罒⿰糹隹
㦭	⿰忄⿱霝巫
㦯	⿹戈⿱厶一
㦱	我
㦲	⿹𢦏勹
㦳	⿹𢦏土
㦴	⿹戈⿱夂口
㦵	⿰朱戈
㦶	⿹戈至
㦷	⿰⿱龴用戈
㦹	⿰昜戈
㦺	⿰⿱辰寸戈
㦻	⿰⿱羽白戈
㦼	⿰⿱𡗗臼戈
㦽	⿰⿸𠂇月⿹⿹⿹戈口一巛
㦾	⿸户也
㦿	⿸户木
㧀	⿸户及
㧁	⿸户⿱土厶
㧂	⿸户田
㧃	⿰扌丩
㧄	⿰扌凵
㧅	⿰扌刀
㧆	⿰扌巾
㧇	⿰扌⿵冂一
㧈	⿰扌弓
㧉	⿰扌气
㧊	⿰扌巿
㧋	⿰扌犬
㧌	⿰扌毛
㧍	⿰扌方
㧎	⿰扌牙
㧏	⿰扌冈
㧐	⿰扌⿰又又
㧑	⿰扌为
㧒	⿰扌穴
㧓	⿰扌瓜
㧔	⿰扌戊
㧕	⿰扌卯
㧖	⿰扌厄
㧗	⿰扌⿰止匕
㧘	⿱⿰止匕手
㧙	⿰扌必
㧚	⿰扌瓦
㧛	⿱⿲丨丨⿱𠂉丶手
㧜	⿰扌⿷匚巾
㧝	⿱⿰力口手
㧞	⿰扌⿸千又
㧟	⿰扌⿰氵匚
㧠	⿰扌⿱厶小
㧡	⿰扌亥
㧢	⿰扌⿴囗大
㧣	⿰扌朱
㧤	⿰扌⿱𠫓儿
㧥	⿰扌先
㧦	⿰扌⿹勹日
㧧	⿰扌⿱𠫓川
㧨	⿰扌⿸⿸𠂆一口
㧩	⿰扌⿵𠘨帀
㧪	⿰扌⿸厃㔾
㧫	⿰扌而
㧬	⿱⿰工凡手
㧭	⿱⿰工阝手
㧮	⿰扌臼
㧯	⿰扌老
㧰	⿰扌乐
㧱	⿰⿱亼口手
㧲	⿰扌⿱宀木
㧳	⿱⿰扌⿱八刀手
㧴	⿰扌我
㧵	⿰扌⿱不口
㧶	⿰扌身
㧷	⿰扌⿱天口
㧸	⿰扌⿳亠口了
㧹	⿰扌⿱⿱日一寸
㧺	⿰扌⿱水日
㧻	⿰扌豖
㧼	⿰扌⿱龶𧘇
㧽	⿰扌⿴囗⿱十口
㧾	⿰扌⿱勿心
㧿	⿰扌⿱从龰
㨀	⿰扌秉
㨁	⿰扌⿱十
㨂	⿰扌東
㨃	⿰扌⿱亠⿱口子
㨄	⿰扌⿵用口
㨅	⿰扌⿱艹内
㨆	⿰扌⿰木木
㨇	⿱⿰氵皮手
㨈	⿰扌⿵齐二
㨉	⿰扌⿱民日
㨊	⿰扌⿱⿸𠂇工月
㨋	⿰扌⿸耂日
㨌	⿰⿳士冖手殳
㨍	⿱⿰⿱土土寸手
㨎	⿰扌⿱而大
㨏	⿰扌⿱山⿸𠂇火
㨐	⿰扌⿰亻⿱口木
㨑	⿰扌⿱⿱⿶凵㐅儿夂
㨒	⿰扌⿱大⿱土土
㨓	⿰扌⿱穴牛
㨔	⿰扌⿵戌口
㨕	⿰扌⿱⿵乃又皿
㨖	⿰扌⿰至攵
㨗	⿰扌疌
㨘	⿰扌⿱少目
㨙	⿰扌⿱爫⿱幺大
㨚	⿰扌⿱艹⿹勹日
㨛	⿰扌⿵門人
㨜	⿰扌⿸虍文
㨝	⿰扌⿸尸⿵⿱小⿵冂一一
㨞	⿰扌⿱龶糸
㨟	⿰扌⿱止豆
㨠	⿰扌⿱冖⿱日六
㨡	⿰扌⿴囗豕
㨢	⿰扌⿰肙⿱匕匕
㨣	⿰扌⿱公羽
㨤	⿰扌⿷匚隹
㨥	⿰扌⿰糹内
㨦	⿰扌⿱隹又
㨧	⿰扌⿱厶⿱大田
㨨	⿰扌⿱田
㨩	⿰扌⿸广⿺廴⿱丿土
㨫	⿰扌⿱⿲丨丨⿱𠂉丶皿
㨬	⿰扌⿱⿱土口𧘇
㨭	⿰扌⿸户邑
㨮	⿰扌兜
㨯	⿰扌⿰⿱亠⿱口子阝
㨰	⿰扌⿴衣公
㨱	⿰扌⿱言
㨲	⿰扌⿱艹⿱宀木
㨳	⿰扌⿱宀⿱大⿹丅口
㨴	⿰扌⿰⿱十⿱日十乞
㨵	⿰扌⿱⿱䒑⿰月刂刀
㨶	⿰扌鳥
㨷	⿰扌堇
㨸	⿰扌⿱⿱宀必山
㨹	⿰扌⿱⿰丰丰彐
㨺	⿰扌㒼
㨻	⿱⿰車斤手
㨼	⿱⿰田⿱夂口手
㨽	⿰扌⿰畐刂
㨾	⿰扌⿱𦍌永
㨿	⿰扌⿸虍⿺夂几
㩀	⿰扌⿸虍匆
㩁	⿰扌⿱宀隹
㩂	⿰扌⿰角斗
㩃	⿰扌⿱⿳宀⿻龷一八冫
㩄	⿰扌⿱山⿱田心
㩅	⿰扌⿱丣田
㩆	⿰扌⿰⿳亠口小尤
㩇	⿰扌⿳聿田一
㩈	⿰扌⿱穴⿸尹口
㩉	⿰扌⿱⿱亼口羽
㩊	⿰扌⿳爫罒寸
㩋	⿰扌肅
㩌	⿰扌⿱弗貝
㩍	⿰扌⿱𥫗朿
㩎	⿰扌⿰⿱日月犬
㩏	⿰扌黑
㩐	⿰扌⿱𥫗⿱士寸
㩑	⿰扌⿱夭非
㩒	⿰扌⿱⿰木木示
㩓	⿱⿰⿱臼工殳手
㩔	⿰扌⿰⿸尸⿱龷八殳
㩕	⿰扌⿱雨⿱⿱𠆢丶龴
㩖	⿰扌⿳⿱一田⿱一田一
㩗	⿰扌⿱⿱山隹乃
㩘	⿰扌⿱𦍌我
㩙	⿰扌⿱⿳宀⿻龷一八土
㩚	⿰扌⿱艹⿳冖一豕
㩛	⿰扌⿴囗⿱寸
㩜	⿰扌⿱皿
㩝	⿰扌⿳亠口⿱冖豕
㩞	⿰扌⿱⿱⿰火火冖木
㩟	⿰扌⿱⿳宀⿻龷一八朩
㩠	⿰扌⿸鹿灬
㩡	⿰扌⿱石⿰石石
㩢	⿰扌⿱⿱艹罒戍
㩣	⿰扌⿱羽⿱冖車
㩤	⿰扌⿰⿱甫方攵
㩥	⿰扌⿹𢦏韭
㩦	⿰扌⿱隹冏
㩧	⿰扌⿱日⿱⿱龷八氺
㩨	⿰扌⿱⿱⿰丰丰彐心
㩩	⿰扌⿹⿰匕頁水
㩪	⿰扌⿰糹頁
㩫	⿰扌⿱⿰斤斤貝
㩬	⿰⿰扌⿸虍业戈
㩭	⿰扌⿱⿱⿻𦥑爻冖子
㩮	⿰扌⿱與手
㩯	⿰扌⿱⿰⿱𠂉母攵糸
㩰	⿰扌⿱艹喿
㩱	⿰扌⿳爫罒⿰寸
㩲	⿰扌雚
㩳	⿰扌⿱⿰隹隹又
㩴	⿰扌⿱⿰目目隹
㩵	⿰扌⿰⿸虍鬲犬
㩶	⿰扌⿱𥫗爾
㩷	⿰扌⿱⿳宀⿻龷一八馬
㩸	⿰扌⿱⿱田⿰田田⿱宀彑
㩹	⿰扌⿱⿱田⿰田田⿱冖且
㩺	⿰比支
㩻	⿰⿸厃㔾支
㩼	⿰⿱夕夕支
㩽	⿰束支
㩾	⿰垂支
㩿	⿰乞攵
㪀	⿰于攵
㪁	⿰⿱⿱𠆢丶乛攴
㪂	⿰气攴
㪃	⿰⿹丅口攴
㪄	⿰弗攵
㪅	更
㪆	⿰氐攴
㪇	⿰先攵
㪈	⿰⿱土土攴
㪉	⿰⿱亼口攵
㪊	⿰⿸尹口攴
㪋	⿰⿱日干攴
㪌	⿰⿱龴用攴
㪍	⿰⿱龸子攵
㪎	⿰夾攴
㪏	⿰卑攴
㪐	⿰⿸户犬攴
㪑	⿰⿱大电攴
㪒	⿰⿱臼儿攴
㪓	⿰乖攴
㪔	⿰⿰𣎳𣎳攴
㪖	⿰⿱彐氺攴
㪗	⿰咅攴
㪘	⿰⿱亼⿻口人攵
㪙	⿰果攵
㪚	⿰⿱龷日攵
㪛	⿰甚攴
㪜	⿰⿱山而攴
㪝	⿰柬攴
㪞	⿰⿱日目攴
㪟	⿰亯攵
㪠	⿰兼攴
㪡	⿰⿱⿱宀丰口攴
㪢	⿰⿶⿱臼又丨攴
㪣	⿰高攵
㪤	⿰畢攵
㪥	⿰⿸虍且攴
㪦	⿰寅攵
㪧	⿰⿱⿱亼口羽攴
㪨	⿰⿱𦍌⿱艹口攴
㪩	⿰肅攴
㪪	⿰⿱夭非攴
㪬	⿰⿱羽隹攴
㪭	⿰⿸⿸虍田皿攴
㪮	⿰霝攴
㪯	⿱文⿻二丨
㪰	⿱文米
㪲	⿱斗𠃍
㪳	⿱斗〇
㪴	⿰元斗
㪵	⿰半斗
㪶	⿰百斗
㪷	⿰豆斗
㪸	⿰其斗
㪹	⿰婁斗
㪺	⿰⿻大⿰目目斗
㪻	⿱⿰糸⿰訁糸斗
㪼	⿰⿹丅口斤
㪽	⿱一⿰日斤
㪾	⿰⿱夂口斤
㪿	⿰⿱屮屮斤
㫀	鼎
㫂	⿰⿸广⿱廿灬斤
㫄	⿹方方
㫅	⿸㫃亓
㫆	⿰方⿱𠆢小
㫉	⿰方⿸厃㔾
㫊	⿸㫃⿹丅口
㫋	⿸㫃冉
㫌	⿸㫃正
㫍	⿸㫃⿲亻丨攵
㫎	⿸㫃⿱冖車
㫏	⿸㫃⿱覀女
㫐	⿱日匕
㫑	⿰日力
㫒	⿱日廾
㫓	⿰日乞
㫔	艮
㫕	⿱日兀
㫖	⿱上日
㫗	⿱曰子
㫘	⿱不日
㫙	⿰日夫
㫚	⿱勿日
㫛	⿰日⿱口儿
㫜	⿰日⿱日一
㫝	⿰日氐
㫞	⿰日⿱屮又
㫟	⿰日⿱几口
㫠	⿰日半
㫡	⿱日⿱夂冫
㫢	⿰日⿱土厶
㫣	⿱日电
㫤	⿱⿱日一永
㫥	⿰日⿱夕口
㫦	⿸⿲亻丨攵日
㫧	⿱日米
㫨	⿰日⿱宀女
㫩	⿱⿱十廾日
㫪	⿱𡗗⿰丨日
㫫	⿱日亚
㫬	⿰日⿹勹日
㫭	⿱日⿱士寸
㫮	⿱⿰止匕日
㫯	⿱⿱日日兀
㫰	⿰日良
㫱	⿱日赤
㫲	⿰日⿱龸子
㫳	⿸辰日
㫴	⿰日⿸耂子
㫵	⿰日非
㫶	⿰日⿳彐冖巾
㫷	⿱其日
㫸	⿰日疌
㫹	⿱日⿰户斤
